name,model,id,description,clip_score
Cafeteria,artbreeder,0,"Depicted is a cafeteria with three tables and visitors eating and/or drinking. In the background of the picture, there is a refrigerator, a display case with fruit, cake, and drinks, as well as a cash register.",0.272705078125
Cafeteria,artbreeder,1,"Depicted is a cafeteria with three tables and visitors eating and/or drinking. In the background of the picture, there is a refrigerator, a display case with fruit, cake, and drinks, as well as a cash register.",0.291259765625
Cafeteria,artbreeder,2,"Depicted is a cafeteria with three tables and visitors eating and/or drinking. In the background of the picture, there is a refrigerator, a display case with fruit, cake, and drinks, as well as a cash register.",0.2474365234375
Cafeteria,artbreeder,3,"Depicted is a cafeteria with three tables and visitors eating and/or drinking. In the background of the picture, there is a refrigerator, a display case with fruit, cake, and drinks, as well as a cash register.",0.26220703125
Balance Disorder,artbreeder,0,"A woman with a striped T-shirt holds onto a wall with one hand. She appears stressed and uncertain. With the other hand, she also searches for support.",0.2333984375
Balance Disorder,artbreeder,1,"A woman with a striped T-shirt holds onto a wall with one hand. She appears stressed and uncertain. With the other hand, she also searches for support.",0.2998046875
Balance Disorder,artbreeder,2,"A woman with a striped T-shirt holds onto a wall with one hand. She appears stressed and uncertain. With the other hand, she also searches for support.",0.2626953125
Balance Disorder,artbreeder,3,"A woman with a striped T-shirt holds onto a wall with one hand. She appears stressed and uncertain. With the other hand, she also searches for support.",0.282470703125
Trouble Smelling,artbreeder,0,A lady smells a cut lemon and doesn't recognize the smell.,0.282958984375
Trouble Smelling,artbreeder,1,A lady smells a cut lemon and doesn't recognize the smell.,0.28076171875
Trouble Smelling,artbreeder,2,A lady smells a cut lemon and doesn't recognize the smell.,0.2939453125
Trouble Smelling,artbreeder,3,A lady smells a cut lemon and doesn't recognize the smell.,0.2418212890625
Lung Overload,artbreeder,0,Illustration of heart and lungs connected to each other. A lot of blood flows into the lungs.,0.30322265625
Lung Overload,artbreeder,1,Illustration of heart and lungs connected to each other. A lot of blood flows into the lungs.,0.31298828125
Lung Overload,artbreeder,2,Illustration of heart and lungs connected to each other. A lot of blood flows into the lungs.,0.259033203125
Lung Overload,artbreeder,3,Illustration of heart and lungs connected to each other. A lot of blood flows into the lungs.,0.27685546875
Foot Amputation,artbreeder,0,"A woman sits on the floor with her legs crossed. She has freckles on her face, her hair tied up, and her nails painted red. Her right foot is missing.",0.279541015625
Foot Amputation,artbreeder,1,"A woman sits on the floor with her legs crossed. She has freckles on her face, her hair tied up, and her nails painted red. Her right foot is missing.",0.2496337890625
Foot Amputation,artbreeder,2,"A woman sits on the floor with her legs crossed. She has freckles on her face, her hair tied up, and her nails painted red. Her right foot is missing.",0.24169921875
Foot Amputation,artbreeder,3,"A woman sits on the floor with her legs crossed. She has freckles on her face, her hair tied up, and her nails painted red. Her right foot is missing.",0.278076171875
Seeing Blurred,artbreeder,0,A young woman looks into a mirror. Her reflection is blurry.,0.248779296875
Seeing Blurred,artbreeder,1,A young woman looks into a mirror. Her reflection is blurry.,0.25927734375
Seeing Blurred,artbreeder,2,A young woman looks into a mirror. Her reflection is blurry.,0.25244140625
Seeing Blurred,artbreeder,3,A young woman looks into a mirror. Her reflection is blurry.,0.257568359375
Arrangement of Nursing Services,artbreeder,0,"Two women are talking in front of a car labeled 'Home Care Service'. The first woman has a thought bubble. In the thought bubble, an older woman in a hospital bed can be seen. The second lady wears a T-shirt labeled 'Home Care Service'. She also has a thought bubble. There, the older woman in the hospital bed is seen with a home care service worker. They shake hands.",-1.0
Arrangement of Nursing Services,artbreeder,1,"Two women are talking in front of a car labeled 'Home Care Service'. The first woman has a thought bubble. In the thought bubble, an older woman in a hospital bed can be seen. The second lady wears a T-shirt labeled 'Home Care Service'. She also has a thought bubble. There, the older woman in the hospital bed is seen with a home care service worker. They shake hands.",-1.0
Arrangement of Nursing Services,artbreeder,2,"Two women are talking in front of a car labeled 'Home Care Service'. The first woman has a thought bubble. In the thought bubble, an older woman in a hospital bed can be seen. The second lady wears a T-shirt labeled 'Home Care Service'. She also has a thought bubble. There, the older woman in the hospital bed is seen with a home care service worker. They shake hands.",-1.0
Arrangement of Nursing Services,artbreeder,3,"Two women are talking in front of a car labeled 'Home Care Service'. The first woman has a thought bubble. In the thought bubble, an older woman in a hospital bed can be seen. The second lady wears a T-shirt labeled 'Home Care Service'. She also has a thought bubble. There, the older woman in the hospital bed is seen with a home care service worker. They shake hands.",-1.0
Breathing Techniques,artbreeder,0,A blonde woman sits cross-legged. She holds one hand on her stomach and breathes heavily.,0.2430419921875
Breathing Techniques,artbreeder,1,A blonde woman sits cross-legged. She holds one hand on her stomach and breathes heavily.,0.2197265625
Breathing Techniques,artbreeder,2,A blonde woman sits cross-legged. She holds one hand on her stomach and breathes heavily.,0.25439453125
Breathing Techniques,artbreeder,3,A blonde woman sits cross-legged. She holds one hand on her stomach and breathes heavily.,0.246826171875
Psychotherapy (Descriptive Speech Bubble),artbreeder,0,Two men sit facing each other in red armchairs. One man holds his forehead while speaking. The other man takes notes.,0.2174072265625
Psychotherapy (Descriptive Speech Bubble),artbreeder,1,Two men sit facing each other in red armchairs. One man holds his forehead while speaking. The other man takes notes.,0.2037353515625
Psychotherapy (Descriptive Speech Bubble),artbreeder,2,Two men sit facing each other in red armchairs. One man holds his forehead while speaking. The other man takes notes.,0.211669921875
Psychotherapy (Descriptive Speech Bubble),artbreeder,3,Two men sit facing each other in red armchairs. One man holds his forehead while speaking. The other man takes notes.,0.218017578125
Center for Rare Diseases,artbreeder,0,A man in a white coat examines a toddler. He is seen again looking into a microscope. In the background is a large building with the inscription 'Center'.,0.289794921875
Center for Rare Diseases,artbreeder,1,A man in a white coat examines a toddler. He is seen again looking into a microscope. In the background is a large building with the inscription 'Center'.,0.28564453125
Center for Rare Diseases,artbreeder,2,A man in a white coat examines a toddler. He is seen again looking into a microscope. In the background is a large building with the inscription 'Center'.,0.23681640625
Center for Rare Diseases,artbreeder,3,A man in a white coat examines a toddler. He is seen again looking into a microscope. In the background is a large building with the inscription 'Center'.,0.27294921875
Speech Therapy,artbreeder,0,A woman holds up a card with the letter 'A' and speaks the letter out loud. She looks at a child. The child repeats the letter 'A'.,0.2880859375
Speech Therapy,artbreeder,1,A woman holds up a card with the letter 'A' and speaks the letter out loud. She looks at a child. The child repeats the letter 'A'.,0.2376708984375
Speech Therapy,artbreeder,2,A woman holds up a card with the letter 'A' and speaks the letter out loud. She looks at a child. The child repeats the letter 'A'.,0.288818359375
Speech Therapy,artbreeder,3,A woman holds up a card with the letter 'A' and speaks the letter out loud. She looks at a child. The child repeats the letter 'A'.,0.249755859375
Resistance to Changes,artbreeder,0,A woman sits in an orange car. Another woman with folded arms stands next to it. She turns away confused from the car. She has a thought bubble in which the same car with the same woman is depicted in purple.,0.3134765625
Resistance to Changes,artbreeder,1,A woman sits in an orange car. Another woman with folded arms stands next to it. She turns away confused from the car. She has a thought bubble in which the same car with the same woman is depicted in purple.,0.308349609375
Resistance to Changes,artbreeder,2,A woman sits in an orange car. Another woman with folded arms stands next to it. She turns away confused from the car. She has a thought bubble in which the same car with the same woman is depicted in purple.,0.315185546875
Resistance to Changes,artbreeder,3,A woman sits in an orange car. Another woman with folded arms stands next to it. She turns away confused from the car. She has a thought bubble in which the same car with the same woman is depicted in purple.,0.307373046875
Refusal of Eye Contact,artbreeder,0,A woman stands directly in front of a man and speaks to him. The man has his arms crossed in front of his chest. He does not look at her.,0.266357421875
Refusal of Eye Contact,artbreeder,1,A woman stands directly in front of a man and speaks to him. The man has his arms crossed in front of his chest. He does not look at her.,0.2626953125
Refusal of Eye Contact,artbreeder,2,A woman stands directly in front of a man and speaks to him. The man has his arms crossed in front of his chest. He does not look at her.,0.286376953125
Refusal of Eye Contact,artbreeder,3,A woman stands directly in front of a man and speaks to him. The man has his arms crossed in front of his chest. He does not look at her.,0.264404296875
Refusal of Physical Contact,artbreeder,0,A woman tries to hug a girl. The girl looks away and resists.,0.2291259765625
Refusal of Physical Contact,artbreeder,1,A woman tries to hug a girl. The girl looks away and resists.,0.251708984375
Refusal of Physical Contact,artbreeder,2,A woman tries to hug a girl. The girl looks away and resists.,0.2568359375
Refusal of Physical Contact,artbreeder,3,A woman tries to hug a girl. The girl looks away and resists.,0.2548828125
Child Does Not Play with Others,artbreeder,0,A girl sits on the floor with a shovel in her hand. She looks at the shovel. Two other children are playing together.,0.313232421875
Child Does Not Play with Others,artbreeder,1,A girl sits on the floor with a shovel in her hand. She looks at the shovel. Two other children are playing together.,0.307861328125
Child Does Not Play with Others,artbreeder,2,A girl sits on the floor with a shovel in her hand. She looks at the shovel. Two other children are playing together.,0.2379150390625
Child Does Not Play with Others,artbreeder,3,A girl sits on the floor with a shovel in her hand. She looks at the shovel. Two other children are playing together.,0.300048828125
Fixation on Specific Topics,artbreeder,0,A man enthusiastically talks about penguins. Different types of penguins are depicted in his speech bubbles. Next to him stands a woman. She raises an eyebrow and looks skeptical.,0.30908203125
Fixation on Specific Topics,artbreeder,1,A man enthusiastically talks about penguins. Different types of penguins are depicted in his speech bubbles. Next to him stands a woman. She raises an eyebrow and looks skeptical.,0.29248046875
Fixation on Specific Topics,artbreeder,2,A man enthusiastically talks about penguins. Different types of penguins are depicted in his speech bubbles. Next to him stands a woman. She raises an eyebrow and looks skeptical.,0.3232421875
Fixation on Specific Topics,artbreeder,3,A man enthusiastically talks about penguins. Different types of penguins are depicted in his speech bubbles. Next to him stands a woman. She raises an eyebrow and looks skeptical.,0.1982421875
Healthy Diet,artbreeder,0,"Depicted are fruits and vegetables, water, and wholemeal bread.",0.2489013671875
Healthy Diet,artbreeder,1,"Depicted are fruits and vegetables, water, and wholemeal bread.",0.2371826171875
Healthy Diet,artbreeder,2,"Depicted are fruits and vegetables, water, and wholemeal bread.",0.255126953125
Healthy Diet,artbreeder,3,"Depicted are fruits and vegetables, water, and wholemeal bread.",0.258056640625
Inclusion,artbreeder,0,A group of very different people - with and without disabilities - is sitting at a table and eating together.,0.27099609375
Inclusion,artbreeder,1,A group of very different people - with and without disabilities - is sitting at a table and eating together.,0.257080078125
Inclusion,artbreeder,2,A group of very different people - with and without disabilities - is sitting at a table and eating together.,0.273193359375
Inclusion,artbreeder,3,A group of very different people - with and without disabilities - is sitting at a table and eating together.,0.27392578125
Minerals,artbreeder,0,"Depicted is a bowl containing fruits and vegetables, as well as nuts. Above the bowl it says: 'Magnesium, Potassium, Calcium, Iron'.",0.344970703125
Minerals,artbreeder,1,"Depicted is a bowl containing fruits and vegetables, as well as nuts. Above the bowl it says: 'Magnesium, Potassium, Calcium, Iron'.",0.30419921875
Minerals,artbreeder,2,"Depicted is a bowl containing fruits and vegetables, as well as nuts. Above the bowl it says: 'Magnesium, Potassium, Calcium, Iron'.",0.326171875
Minerals,artbreeder,3,"Depicted is a bowl containing fruits and vegetables, as well as nuts. Above the bowl it says: 'Magnesium, Potassium, Calcium, Iron'.",0.2939453125
Vitamins,artbreeder,0,Depicted is a bowl containing various fruits.,0.2861328125
Vitamins,artbreeder,1,Depicted is a bowl containing various fruits.,0.291259765625
Vitamins,artbreeder,2,Depicted is a bowl containing various fruits.,0.255126953125
Vitamins,artbreeder,3,Depicted is a bowl containing various fruits.,0.29150390625
Causes of Origin are Unknown,artbreeder,0,"A man in a white coat grabs his head. In front of him stands a young woman with a puzzled look. In one thought bubble of the man, the woman is shown with a rash and tomatoes. In the second thought bubble, she is shown with a rash when exposed to sunlight.",0.32421875
Causes of Origin are Unknown,artbreeder,1,"A man in a white coat grabs his head. In front of him stands a young woman with a puzzled look. In one thought bubble of the man, the woman is shown with a rash and tomatoes. In the second thought bubble, she is shown with a rash when exposed to sunlight.",0.335205078125
Causes of Origin are Unknown,artbreeder,2,"A man in a white coat grabs his head. In front of him stands a young woman with a puzzled look. In one thought bubble of the man, the woman is shown with a rash and tomatoes. In the second thought bubble, she is shown with a rash when exposed to sunlight.",0.2459716796875
Causes of Origin are Unknown,artbreeder,3,"A man in a white coat grabs his head. In front of him stands a young woman with a puzzled look. In one thought bubble of the man, the woman is shown with a rash and tomatoes. In the second thought bubble, she is shown with a rash when exposed to sunlight.",0.2410888671875
Consultation Center,artbreeder,0,"In the foreground, two women are sitting at the table. One woman is in a wheelchair and filling out a form. The other woman also wants to fill out a form. In the background, there is a building with the inscription 'Advice Center'.",0.30615234375
Consultation Center,artbreeder,1,"In the foreground, two women are sitting at the table. One woman is in a wheelchair and filling out a form. The other woman also wants to fill out a form. In the background, there is a building with the inscription 'Advice Center'.",0.302734375
Consultation Center,artbreeder,2,"In the foreground, two women are sitting at the table. One woman is in a wheelchair and filling out a form. The other woman also wants to fill out a form. In the background, there is a building with the inscription 'Advice Center'.",0.244873046875
Consultation Center,artbreeder,3,"In the foreground, two women are sitting at the table. One woman is in a wheelchair and filling out a form. The other woman also wants to fill out a form. In the background, there is a building with the inscription 'Advice Center'.",0.259521484375
Study on Research Findings,artbreeder,0,"A notebook is open. On the left side, test tubes can be seen, into which a liquid is poured. On the right side, a chemical compound is depicted.",0.2734375
Study on Research Findings,artbreeder,1,"A notebook is open. On the left side, test tubes can be seen, into which a liquid is poured. On the right side, a chemical compound is depicted.",0.27001953125
Study on Research Findings,artbreeder,2,"A notebook is open. On the left side, test tubes can be seen, into which a liquid is poured. On the right side, a chemical compound is depicted.",0.292724609375
Study on Research Findings,artbreeder,3,"A notebook is open. On the left side, test tubes can be seen, into which a liquid is poured. On the right side, a chemical compound is depicted.",0.285400390625
Health Information,artbreeder,0,"A brochure is being held by a person. It bears the title 'Info', below which a virus and two different bacteria are drawn.",0.1937255859375
Health Information,artbreeder,1,"A brochure is being held by a person. It bears the title 'Info', below which a virus and two different bacteria are drawn.",0.25439453125
Health Information,artbreeder,2,"A brochure is being held by a person. It bears the title 'Info', below which a virus and two different bacteria are drawn.",0.27099609375
Health Information,artbreeder,3,"A brochure is being held by a person. It bears the title 'Info', below which a virus and two different bacteria are drawn.",0.2705078125
Nutritional Counseling,artbreeder,0,"A man is informing a woman and a man about healthy nutrition. He is holding up a banana. On the table, there are other food items.",0.26318359375
Nutritional Counseling,artbreeder,1,"A man is informing a woman and a man about healthy nutrition. He is holding up a banana. On the table, there are other food items.",0.267333984375
Nutritional Counseling,artbreeder,2,"A man is informing a woman and a man about healthy nutrition. He is holding up a banana. On the table, there are other food items.",0.263916015625
Nutritional Counseling,artbreeder,3,"A man is informing a woman and a man about healthy nutrition. He is holding up a banana. On the table, there are other food items.",0.269287109375
Information Material,artbreeder,0,A woman hands over a brochure to a man.,0.271240234375
Information Material,artbreeder,1,A woman hands over a brochure to a man.,0.305419921875
Information Material,artbreeder,2,A woman hands over a brochure to a man.,0.2237548828125
Information Material,artbreeder,3,A woman hands over a brochure to a man.,0.299072265625
Self-Help Group,artbreeder,0,Four persons are sitting in a circle of chairs. They partly have a prosthesis and are discussing the topic of prostheses.,0.304931640625
Self-Help Group,artbreeder,1,Four persons are sitting in a circle of chairs. They partly have a prosthesis and are discussing the topic of prostheses.,0.265625
Self-Help Group,artbreeder,2,Four persons are sitting in a circle of chairs. They partly have a prosthesis and are discussing the topic of prostheses.,0.2548828125
Self-Help Group,artbreeder,3,Four persons are sitting in a circle of chairs. They partly have a prosthesis and are discussing the topic of prostheses.,0.278076171875
Doctor's Lecture,artbreeder,0,A man in a white lab coat is speaking to a group of people. He points with a pen to a graph seen on the paper of a flip chart. A participant raises her hand.,0.2161865234375
Doctor's Lecture,artbreeder,1,A man in a white lab coat is speaking to a group of people. He points with a pen to a graph seen on the paper of a flip chart. A participant raises her hand.,0.27001953125
Doctor's Lecture,artbreeder,2,A man in a white lab coat is speaking to a group of people. He points with a pen to a graph seen on the paper of a flip chart. A participant raises her hand.,0.222900390625
Doctor's Lecture,artbreeder,3,A man in a white lab coat is speaking to a group of people. He points with a pen to a graph seen on the paper of a flip chart. A participant raises her hand.,0.246826171875
Self-Help Association,artbreeder,0,"Depicted is a map of Germany colored black, red, and gold. At various points on the map, speech bubbles are depicted containing logos of various state working groups, such as the LAG Self-help Rhineland-Palatinate or Bavaria, as well as the Federal Self-Help Working Group. The speech bubbles are connected to each other by a blue line.",0.28515625
Self-Help Association,artbreeder,1,"Depicted is a map of Germany colored black, red, and gold. At various points on the map, speech bubbles are depicted containing logos of various state working groups, such as the LAG Self-help Rhineland-Palatinate or Bavaria, as well as the Federal Self-Help Working Group. The speech bubbles are connected to each other by a blue line.",0.282958984375
Self-Help Association,artbreeder,2,"Depicted is a map of Germany colored black, red, and gold. At various points on the map, speech bubbles are depicted containing logos of various state working groups, such as the LAG Self-help Rhineland-Palatinate or Bavaria, as well as the Federal Self-Help Working Group. The speech bubbles are connected to each other by a blue line.",0.26806640625
Self-Help Association,artbreeder,3,"Depicted is a map of Germany colored black, red, and gold. At various points on the map, speech bubbles are depicted containing logos of various state working groups, such as the LAG Self-help Rhineland-Palatinate or Bavaria, as well as the Federal Self-Help Working Group. The speech bubbles are connected to each other by a blue line.",0.31591796875
Self-Help Group for Relatives,artbreeder,0,"Four adults are sitting in a circle of chairs. A man is speaking. In his speech bubble, a child with Down syndrome is depicted. In the thought bubbles of the other persons, there is also a child with Down syndrome depicted in each.",0.290771484375
Self-Help Group for Relatives,artbreeder,1,"Four adults are sitting in a circle of chairs. A man is speaking. In his speech bubble, a child with Down syndrome is depicted. In the thought bubbles of the other persons, there is also a child with Down syndrome depicted in each.",0.31640625
Self-Help Group for Relatives,artbreeder,2,"Four adults are sitting in a circle of chairs. A man is speaking. In his speech bubble, a child with Down syndrome is depicted. In the thought bubbles of the other persons, there is also a child with Down syndrome depicted in each.",0.2861328125
Self-Help Group for Relatives,artbreeder,3,"Four adults are sitting in a circle of chairs. A man is speaking. In his speech bubble, a child with Down syndrome is depicted. In the thought bubbles of the other persons, there is also a child with Down syndrome depicted in each.",0.30615234375
Parents' Circle,artbreeder,0,"In a circle of chairs, three couples are sitting and chatting. In the front corner, four children are playing with toy cars.",0.290283203125
Parents' Circle,artbreeder,1,"In a circle of chairs, three couples are sitting and chatting. In the front corner, four children are playing with toy cars.",0.28564453125
Parents' Circle,artbreeder,2,"In a circle of chairs, three couples are sitting and chatting. In the front corner, four children are playing with toy cars.",0.254150390625
Parents' Circle,artbreeder,3,"In a circle of chairs, three couples are sitting and chatting. In the front corner, four children are playing with toy cars.",0.2705078125
Difficulty Concentrating,artbreeder,0,"A man ties his sports shoes. He has several thought bubbles. He is simultaneously thinking about a young woman, tying shoes, a piece of cake and a cup of tea, and a woman comforting a man. He also thinks about a footballer and an older man.",0.302490234375
Difficulty Concentrating,artbreeder,1,"A man ties his sports shoes. He has several thought bubbles. He is simultaneously thinking about a young woman, tying shoes, a piece of cake and a cup of tea, and a woman comforting a man. He also thinks about a footballer and an older man.",0.2919921875
Difficulty Concentrating,artbreeder,2,"A man ties his sports shoes. He has several thought bubbles. He is simultaneously thinking about a young woman, tying shoes, a piece of cake and a cup of tea, and a woman comforting a man. He also thinks about a footballer and an older man.",0.28955078125
Difficulty Concentrating,artbreeder,3,"A man ties his sports shoes. He has several thought bubbles. He is simultaneously thinking about a young woman, tying shoes, a piece of cake and a cup of tea, and a woman comforting a man. He also thinks about a footballer and an older man.",0.2239990234375
Empathy,artbreeder,0,A woman puts a comforting hand on a man's shoulder. The man covers his face with his hand and cries.,0.2215576171875
Empathy,artbreeder,1,A woman puts a comforting hand on a man's shoulder. The man covers his face with his hand and cries.,0.240966796875
Empathy,artbreeder,2,A woman puts a comforting hand on a man's shoulder. The man covers his face with his hand and cries.,0.19580078125
Empathy,artbreeder,3,A woman puts a comforting hand on a man's shoulder. The man covers his face with his hand and cries.,0.215576171875
Poor Memory Performance,artbreeder,0,A woman holds her forehead thoughtfully. Question marks can be seen in her thought bubble and above her head.,0.273193359375
Poor Memory Performance,artbreeder,1,A woman holds her forehead thoughtfully. Question marks can be seen in her thought bubble and above her head.,0.26513671875
Poor Memory Performance,artbreeder,2,A woman holds her forehead thoughtfully. Question marks can be seen in her thought bubble and above her head.,0.2230224609375
Poor Memory Performance,artbreeder,3,A woman holds her forehead thoughtfully. Question marks can be seen in her thought bubble and above her head.,0.25244140625
Being Deaf,artbreeder,0,Depicted are two persons facing each other. One person is communicating in sign language.,0.22900390625
Being Deaf,artbreeder,1,Depicted are two persons facing each other. One person is communicating in sign language.,0.329833984375
Being Deaf,artbreeder,2,Depicted are two persons facing each other. One person is communicating in sign language.,0.267333984375
Being Deaf,artbreeder,3,Depicted are two persons facing each other. One person is communicating in sign language.,0.28955078125
Being Blind,artbreeder,0,Depicted is a man holding a long cane in his hand.,0.2125244140625
Being Blind,artbreeder,1,Depicted is a man holding a long cane in his hand.,0.220703125
Being Blind,artbreeder,2,Depicted is a man holding a long cane in his hand.,0.2359619140625
Being Blind,artbreeder,3,Depicted is a man holding a long cane in his hand.,0.2244873046875
Exchange on the Internet,artbreeder,0,"In the middle, there is a globe depicted. Around it, there are 6 individuals depicted, each working on a laptop or computer. They are all interconnected.",0.318115234375
Exchange on the Internet,artbreeder,1,"In the middle, there is a globe depicted. Around it, there are 6 individuals depicted, each working on a laptop or computer. They are all interconnected.",0.31640625
Exchange on the Internet,artbreeder,2,"In the middle, there is a globe depicted. Around it, there are 6 individuals depicted, each working on a laptop or computer. They are all interconnected.",0.326416015625
Exchange on the Internet,artbreeder,3,"In the middle, there is a globe depicted. Around it, there are 6 individuals depicted, each working on a laptop or computer. They are all interconnected.",0.340087890625
Board Meeting,artbreeder,0,Two men and a woman are sitting at a table and talking. One man has a hearing aid and is typing on a laptop. The woman wears an arm prosthesis.,0.252197265625
Board Meeting,artbreeder,1,Two men and a woman are sitting at a table and talking. One man has a hearing aid and is typing on a laptop. The woman wears an arm prosthesis.,0.229248046875
Board Meeting,artbreeder,2,Two men and a woman are sitting at a table and talking. One man has a hearing aid and is typing on a laptop. The woman wears an arm prosthesis.,0.1961669921875
Board Meeting,artbreeder,3,Two men and a woman are sitting at a table and talking. One man has a hearing aid and is typing on a laptop. The woman wears an arm prosthesis.,0.2315673828125
Membership Fee,artbreeder,0,A transfer form is depicted. The amount '18 euros' and the purpose 'Membership fee' are handwritten.,0.230224609375
Membership Fee,artbreeder,1,A transfer form is depicted. The amount '18 euros' and the purpose 'Membership fee' are handwritten.,0.1871337890625
Membership Fee,artbreeder,2,A transfer form is depicted. The amount '18 euros' and the purpose 'Membership fee' are handwritten.,0.29931640625
Membership Fee,artbreeder,3,A transfer form is depicted. The amount '18 euros' and the purpose 'Membership fee' are handwritten.,0.27490234375
Project Financing,artbreeder,0,"On the left side of the picture is a project proposal for 20,000.00 euros. To the right of it are 6 100-euro bills.",0.2039794921875
Project Financing,artbreeder,1,"On the left side of the picture is a project proposal for 20,000.00 euros. To the right of it are 6 100-euro bills.",0.1966552734375
Project Financing,artbreeder,2,"On the left side of the picture is a project proposal for 20,000.00 euros. To the right of it are 6 100-euro bills.",0.1734619140625
Project Financing,artbreeder,3,"On the left side of the picture is a project proposal for 20,000.00 euros. To the right of it are 6 100-euro bills.",0.22119140625
Application,artbreeder,0,The arms of two persons are recognizable. One person is pointing to the word 'Application' written on top of a document. The other person is holding a pen ready to write.,0.272705078125
Application,artbreeder,1,The arms of two persons are recognizable. One person is pointing to the word 'Application' written on top of a document. The other person is holding a pen ready to write.,0.2496337890625
Application,artbreeder,2,The arms of two persons are recognizable. One person is pointing to the word 'Application' written on top of a document. The other person is holding a pen ready to write.,0.315673828125
Application,artbreeder,3,The arms of two persons are recognizable. One person is pointing to the word 'Application' written on top of a document. The other person is holding a pen ready to write.,0.2978515625
Large and Small Intestines and Stomach,artbreeder,0,"The organs large intestine, small intestine, and stomach are depicted.",0.30712890625
Large and Small Intestines and Stomach,artbreeder,1,"The organs large intestine, small intestine, and stomach are depicted.",0.291015625
Large and Small Intestines and Stomach,artbreeder,2,"The organs large intestine, small intestine, and stomach are depicted.",0.29541015625
Large and Small Intestines and Stomach,artbreeder,3,"The organs large intestine, small intestine, and stomach are depicted.",0.247802734375
Digestive Tract,artbreeder,0,Illustration of a naked man. The small and large intestines and the stomach are drawn.,0.300537109375
Digestive Tract,artbreeder,1,Illustration of a naked man. The small and large intestines and the stomach are drawn.,0.286865234375
Digestive Tract,artbreeder,2,Illustration of a naked man. The small and large intestines and the stomach are drawn.,0.29296875
Digestive Tract,artbreeder,3,Illustration of a naked man. The small and large intestines and the stomach are drawn.,0.254150390625
Heart Septum,artbreeder,0,"Illustration of a heart. The two heart chambers are visible, as well as the wall between them. Two arrows point to them.",0.2486572265625
Heart Septum,artbreeder,1,"Illustration of a heart. The two heart chambers are visible, as well as the wall between them. Two arrows point to them.",0.27685546875
Heart Septum,artbreeder,2,"Illustration of a heart. The two heart chambers are visible, as well as the wall between them. Two arrows point to them.",0.26171875
Heart Septum,artbreeder,3,"Illustration of a heart. The two heart chambers are visible, as well as the wall between them. Two arrows point to them.",0.265380859375
Sternum,artbreeder,0,"Depicted is a red-haired man with a beard. His ribcage and vertebrae are seen in three-dimensional form. The emphasis is on the sternum, which is clearly visible in contrast to the ribs and vertebrae.",0.303466796875
Sternum,artbreeder,1,"Depicted is a red-haired man with a beard. His ribcage and vertebrae are seen in three-dimensional form. The emphasis is on the sternum, which is clearly visible in contrast to the ribs and vertebrae.",0.2369384765625
Sternum,artbreeder,2,"Depicted is a red-haired man with a beard. His ribcage and vertebrae are seen in three-dimensional form. The emphasis is on the sternum, which is clearly visible in contrast to the ribs and vertebrae.",0.267578125
Sternum,artbreeder,3,"Depicted is a red-haired man with a beard. His ribcage and vertebrae are seen in three-dimensional form. The emphasis is on the sternum, which is clearly visible in contrast to the ribs and vertebrae.",0.25537109375
Bacteria,artbreeder,0,"Illustration of two different elongated, green bacteria.",0.29443359375
Bacteria,artbreeder,1,"Illustration of two different elongated, green bacteria.",0.26611328125
Bacteria,artbreeder,2,"Illustration of two different elongated, green bacteria.",0.2900390625
Bacteria,artbreeder,3,"Illustration of two different elongated, green bacteria.",0.2724609375
Security,artbreeder,0,Depicted are a woman and a man lovingly embracing a child.,0.242431640625
Security,artbreeder,1,Depicted are a woman and a man lovingly embracing a child.,0.270751953125
Security,artbreeder,2,Depicted are a woman and a man lovingly embracing a child.,0.2315673828125
Security,artbreeder,3,Depicted are a woman and a man lovingly embracing a child.,0.213623046875
Self-love,artbreeder,0,Depicted is a dark-haired young lady looking into a mirror and hugging herself.,0.2259521484375
Self-love,artbreeder,1,Depicted is a dark-haired young lady looking into a mirror and hugging herself.,0.251220703125
Self-love,artbreeder,2,Depicted is a dark-haired young lady looking into a mirror and hugging herself.,0.2459716796875
Self-love,artbreeder,3,Depicted is a dark-haired young lady looking into a mirror and hugging herself.,0.261962890625
Panic Attack,artbreeder,0,"Depicted is a woman with her mouth open and eyes squinted. She holds her hands to her face. She has sweat on her forehead and red cheeks, as well as red spots on her neck.",0.2310791015625
Panic Attack,artbreeder,1,"Depicted is a woman with her mouth open and eyes squinted. She holds her hands to her face. She has sweat on her forehead and red cheeks, as well as red spots on her neck.",0.2225341796875
Panic Attack,artbreeder,2,"Depicted is a woman with her mouth open and eyes squinted. She holds her hands to her face. She has sweat on her forehead and red cheeks, as well as red spots on her neck.",0.2294921875
Panic Attack,artbreeder,3,"Depicted is a woman with her mouth open and eyes squinted. She holds her hands to her face. She has sweat on her forehead and red cheeks, as well as red spots on her neck.",0.21533203125
Despair,artbreeder,0,"A woman covers her face with both hands. She cries heavily, tears running down her hands.",0.2142333984375
Despair,artbreeder,1,"A woman covers her face with both hands. She cries heavily, tears running down her hands.",0.203369140625
Despair,artbreeder,2,"A woman covers her face with both hands. She cries heavily, tears running down her hands.",0.25341796875
Despair,artbreeder,3,"A woman covers her face with both hands. She cries heavily, tears running down her hands.",0.234619140625
Fear,artbreeder,0,A woman covers her mouth with both hands. Her eyes and mouth are wide open. Sweat runs down her forehead.,0.2435302734375
